score_training
review_id,user_id,business_id,stars,useful,funny,cool,text,date,yumminess_score,service_score
G51h78s4gvvILhXSrBbT3w,fpiirm8MU_hSJBjHpbtIUA,CPFKi2lZJazP6IdtCdDDyg,4,2,1,4,"While I was sad to see Bibo close at this location, I've been a fan of Coffeebar in Truckee for a while, so was excited to hear of a Reno location.  It was curious that they didn't open faster (sat dormant for six months), but seeing the space now, it makes sense.
They've taken the whole western side of the building (not sure what was here before), and the space that was formerly Bibo appears to be dominated by a large kitchen now.  There's 3 or 4 four tops up front, and a large TV that was showing the Niners-Seahawks game.  Two large refrigerated cases in an L-shape, counter to order from, and then a gigantic espresso machine - cases and counter are probably a good 25 feet.  Back of the space has lots of tables, probably a half-dozen four tops as well as some counter top seating.  Exposed ceilings and ductwork - probably close to 14 feet, so the space looks big.  White subway tile behind the counter, orange pain on the non-brick walls, and a large bent stainless/LED light fixture in the back.  For those familiar with the former Bibo, this is a huge change, as the space is massive, and seems like it'll be a great spot to get some work done.  
Another big change from Bibo is that there's wireless internet (and plenty of tables and seating to camp out with a laptop).
I had a large Americano while I typed this up. 
Rad new location in the old Southwest that while I'm sure will have some holdouts due to all the drama around Bibo and the former location, seems like they've got enough good things going that they'll do all right.",2014-01-20 0:15:22,0.5,0.5
sww5pbExB4K43Aihih02Mg,kmxF5xPk-dIlYIhPu-XcxQ,Wndkw2PinAwTgjeUJOTdCg,5,1,0,2,Friendly baristas and great coffee. Since their expansion it has been a great place to hangout and wait for coffee.,2019-02-24 18:12:20,0.8,0.8
0PVPmMFsQQqoJjKv7pak6Q,6W_OacxlEW7RXqfJcEx54w,IDtLPgUrqorrpqSLdfMhZQ,5,0,0,0,Love their coffee and vibe. The breakfast food was awesome as well. The outdoor seating area is super nice and feels very calming. Big interior as well.,2020-09-29 15:43:26,0.9,0.6
h1NFOn4XuhZskRgAIU8umw,gP2C9wKNtjcS65_p0eeNSQ,Wndkw2PinAwTgjeUJOTdCg,5,0,0,1,"It's like everything you try is your new favorite habit. Such amazing service, hospitality, and most importantly tastes. I made myself sick drinking so much nitro draft late it was so good.... don't tell anybody but I'd do it again too.",2016-12-07 18:15:51,1,0.9
s_8yRsXa4NDeWAWhQ6zw7w,DK5ugFvKV6VMA0kpT170vw,mcr1lAEdvGLMJhuPwI3I2A,5,0,0,0,"This is probably one of my favorite boba places in Reno, Nevada. The service is great and the workers there are always so friendly and welcoming. Even when it's busy they make the drinks pretty fast, while still making them taste good. I would definitely recommend this place! 
I have not tried the food, but I'm sure it's just as good",2018-07-05 4:06:18,0.85,0.95
z9M1EoosFKxUHp1YdsBfsw,ov9wsENzFoWcgsKI_UZLdA,FYw5uf26ry8-MuPKD10z0Q,5,0,0,0,"Supreme everything!!! Distinctive customer service. 
Sublime new ownership. This is the town's jewel.
I vigorously recommend it.",2021-03-08 11:27:22,0.9,1
dmw081fetgGeGiVNCg5Xog,Z_LY_lY4cQJXWP3xgz9pGw,-kY_HDP7IMvGl-kBIZVU4A,5,1,0,1,"While I enjoy both French Press locations, this one is my favorite.  It's a lot bigger and has patio seating in front of the entrance.  You can lounge there on Sundays and think about scheduling for a haircut at the Paul Mitchell school across the street.
The coffee here is excellent, and the Barista always friendly.  I usually order the Tres Leche drink or cappuccino.  Both help when I need to get some serious studying done or walk the mall area.  While the drinks here tend to be more on the pricier side, I think of it as a treat.  A place to go when I'm too lazy to bring out my french press and make coffee for myself.  Since I no longer live in close proximity to Santa Barbara, I will miss this place.  So for those who live nearby, you're very lucky.",2014-07-18 23:02:20,0.8,0.8
fN8ddY6-5hQIxIx-8XehjQ,_JlB5HxQb-SWDyIXYdyrRw,wuzoQhym6ll3fjAiVgIJbw,1,1,0,0,"This place had spaces to sit and hang out but it seemed like they were trying too hard to make it a ""hang out"" place than a nice one. It was too noisy from the music inside and the cars and noises outside seeming even louder. My white mocha was not bad but my fiance's pour over took to long and tasted a little burnt I don't think they really knew how to make it. We went there to try a new place but we will never go there again.",2017-02-12 19:01:33,0.3,0.4
HlpIdtrqkK_4uQYyrJX1qw,22o-S6_XYV-YAzC8vZJ_oA,fAiPD2OIEm9wtS7uJqzu5Q,2,0,0,0,"I think I'm over Natural Cafe. The other day I ordered my usual SB Veggie Grill, and realized it no longer comes with the tahini sauce. It's just grilled veggies on brown rice. When I asked what happened to the sauce the employee said it now costs $2 extra.  It's already $11.50 for the plate (grilled veggies and tofu on a bed of brown rice). Unless there's something about tahini being super expensive that I don't know about, I don't get why you would take away a sauce from a menu item and then charge for it. I think that's bad business.",2016-03-08 3:35:25,0.4,0.3
OYqQZO2jmpp20W6lQheTxw,8OjAYDKAhehK0R_56ozwFw,NFFS6Qow43IRG6dRPgZCzQ,5,0,0,0,"I am completely and totally obsessed. Yesterday was my third time here, and as always, the service is kind and welcoming, the environment is clean and comfortable, and the food tastes as good as it feels. Get ANYTHING with the tamari mushrooms. (I love the nacho salad or the terriyaki bowl) They are so flavorful and wonderful, they've been haunting my dreams.",2015-09-16 18:35:45,1,0.9
_Im8qcIEdyAUGnWEEdtO5w,NSg8AzcqVpiQnd25tePsDA,mcr1lAEdvGLMJhuPwI3I2A,5,1,0,1,"101 was delightful! Stopped by after working up an appetite running errands in town and we happened to show up during happy hour - two for one drinks (possibly also applies to alcoholic drinks, but we both got boba teas instead)
The scallion pancakes were a perfect appetizer. They came out hot, crispy, and a little oily, delicious.
The tonkatsu chicken and fried tofu bao were both delicious. All the condiments on their bao make for a sort of savory, sort of sweet flavor combo (cilantro, sweet sauce, and a few other things I don't remember off the top of my head)
The popcorn chicken was also excellent. Tiny, very crispy bits of chicken served with rice and a potato salad. I didn't try the potato salad, but heard it was more of a macaroni salad. 
I highly recommend Taiwan 101. Food is cooked quickly, staff are nice, and everything I've tried so far is absolutely delicious.",2017-10-02 19:12:04,1,0.95
k62UUWXcMWc76gGB1bzSlw,VTFoVfvyydOpUO7Fl_I-wQ,ju4YP8SLdR_BmWr_-Xh83Q,3,1,1,1,"A new pho restaurant that opened up tastes pretty good and pretty good service. However, not as good as places back in oc but pretty good compared to other places in goleta",2016-08-16 0:12:18,0.7,0.6
mjTdwl1FbalynCkpF6v0Cg,B6rjYiYjtSoporvToIa8Uw,mcr1lAEdvGLMJhuPwI3I2A,5,0,0,0,This restaurant has the best Chinese food in Reno. We always eat in this restaurant when we come to Reno. Their service is also excellent!!,2019-12-29 3:33:40,1,1
bk5QadnPrE8Vn2crOMMB5g,L9vn5VegOCxN41cduU3POg,CPFKi2lZJazP6IdtCdDDyg,4,5,0,2,"I go to Coffeebar at least 2-3 times a month and it's one of my favorite places to suggest when I get to choose where to go for a meeting.  One of the reasons it is my favorite over other coffee options is because of their big food menus.  I'm not extremely picky about what kind of coffee I want or like so a lot of times I go to Coffeebar just to eat!  They have a great crepes and pastries and my favorite is the nutella/banana/strawberry crepe! 
One of the other reasons that I like Coffeebar so much is because they have a beautiful outdoor patio in the back with a gorgeous big wood table.  I love sitting out here in the summer! 
The only reason this is a 4 star review and not a 5 star review is because of the service.  Everyone who works there is nice but not often as helpful as I need them to be.  For example, last week I ordered a hot tea there for the first time and it came in a weird metal cylinder that took up the entire space of the mug.  I had no idea what it was so I picked it up and gave myself a steam burn.  I was able to go up to the counter again and ask how to use it but she said ""oh they really should have asked if you knew how to use it when you ordered!"" - I agree.  
Overall love this place and will continue to visit it frequently!",2015-01-12 1:14:27,0.9,0.6
zl6Aq__Zn3ZyAvtJR2nQaA,Ua-lC5SbEewrvdZ3cooftQ,cBp1fn2LXpSHe4VbTXLYEw,5,9,1,8,"I was beyond excited for a Korean restaurant to open since the only one in town is Hana Garden and I was not disappointed. I came in with my sister for dinner tonight and since both of us have not been here before we asked for recommendations. Their top 3 classic bibimbap were the bulgogi beef, spicy pork and teriyaki chicken. My sister ordered the bulgogi and I ordered the teriyaki chicken. We were told that all bibimbap comes with miso soup which was nice. With yelp check-in, you get 50% off the second bowl. 
Let me just say that I love the location and the decor of the place. It's very aesthetic and modern. There are plenty of tables and bar like seating. Did I mention the staffs? Well the staffs are super friendly and helpful. 
The food is delicious with a few different kind of mixing sauce to choose from. My sister and I love spicy food so we both chose the Korean spicy sauce but we mixed in a little of the super spicy sauce because we wanted to feel more of a kick. 
We'll definitely will be returning to try other things on the menu.",2017-05-26 4:41:57,0.95,0.95
zpMTuCMUUxrz7068p0BuAg,kOL3TN1ec8D-K3jApRvR8w,mcr1lAEdvGLMJhuPwI3I2A,4,1,0,0,"Thai 101 is my go-to boba shop! They have a great selection of traditional milk teas as well as fruit slushes and juices that you can always add boba to. I usually get the Thai milk tea with boba and it is WONDERFUL. It's not overly sweet but still has that authentic Thai tea taste. Sometimes I switch it up and get a fruit slush with boba, especially in the summer.
I'll definitely have to stop in for lunch or dinner sometime.",2017-02-02 6:02:59,0.8,0.7
tcCS2Up835PYJT0-Bvrikg,LV4kzmN0SAtdVVQW5Jkusg,CPFKi2lZJazP6IdtCdDDyg,5,1,0,0,"Coffeebar Reno is an excellent place to 
A. Get coffee, espresso, tea drinks made to perfection
B. Enjoy Lunch or Breakfast with a friend or family member with plenty of Vegan and Glutten free options
C. Do A and B while checking all your emails, listen to music on your headphones, write a paper, do your work in a nice enjoyable atmosphere.
The food here was great everything in the display case I wanted to try. Everything coming out of the kitchen looked neat and prepared delicately for maximum enjoyment the chefs were doing a great job on a Monday 10/21. On top of the good food and great service the space was huge. There were plenty of open seats to seat yourself for both small and big groups. 
Not pictured was the amazing Espresso Bar. Wow!!! Try two!!
Vegan and Vegetarian
Good for small and large groups
Patio
Cafe
Baked goods",2019-10-22 17:45:45,0.9,0.95
D28sw_Iet-X2qxtpuYvxlw,LX-yAWxfiZpqPPZ-tzo99w,-utd1de-UUgQKZE4VHVLlw,5,3,0,0,"I've had Superstitions Java a handful of times now because it's close to my work and I gotta say--I have never had a bad drink! I've tried the Love Potion #9 (horchata goodness), a dirty chai, a lavender latte, the purple reign (an ube latte) and they are all SO good! The only one I wasn't as crazy about is the lavender latte because before I mixed it, it kinda tasted like soap, but other than that they've all been great. Everyone is always friendly, the decor is fun, space seems clean, etc. If you haven't been, it's definitely worth checking out!",2021-07-30 20:54:13,0.9,0.85
n7rwugbUe8GnRJtpNuRq6w,idrlg7DQXVeENpRJkx65rA,34Eqv8jXgxg_EEwcsNgeeg,5,0,0,0,"I wish I could have this for breakfast every day! So tasty, healthy & refreshing. Great comfortable environment. Highly recommend this place!",2014-05-18 19:16:21,1,0.8
OQeb0IFHB_WDrlyAcs5bXA,IsDluDgHw1MRaEhEAntP2g,mcr1lAEdvGLMJhuPwI3I2A,4,0,0,0,We're from Taiwan and we would recommend this restaurant to others. The food is authentic(most of them) and the staff is fairly nice too. Like this place a lot.,2015-09-20 17:06:35,0.9,0.7
KktXw9PLCaMTMiCz27UTTg,uxlVKI_tSA-yMNDfffngJw,agzEfydzvZWlbzpcMxLPBg,3,1,0,2,"Time to update past review.    The service had definitely improved!    Being on the way home every day, I pass by and have been swinging in for a quick drink.   Much quicker than the past 3 months!!   
The afternoon barista's are getting better.  
The large selection of holiday beverages keep me wanting to go back and try new things.   
Make sure you ask for it to be extra hot if you want to feel some warmth going down your throat.  
The new gingerbread latte has just the right amount of ginger and cinnamon.
They have no problems giving your pup a cup of whipped cream ""pupachino"".   Just ask when you get to the drive up.",2015-11-28 22:40:26,0.85,0.8
e7o1915v1cRFqVue4NzSBA,E9R5S93CnXS-5p1P95OerA,kXfVql_wkaS7agu6gpzEkw,3,1,0,0,Very cute place to go to for a hang out or chat with friends. But I stopped by to get a oolong milk tea with boba. The door was labeled best milk tea but I wouldn't consider the best. One thing that I was disappointed was that they didn't have grass jelly. The topping options didn't have a lot of choices.,2018-08-04 20:46:19,0.5,0.6
XVBsbplADoe8f2mrB8Ltjg,GWeTRYMTZuNfB1IkLMT06g,MbzgGsMQpGyVrUJXi_Jw0Q,5,0,0,0,Very delicious make your own hash in Santa Barbara! Everything was fresh and delicious. Get there early as the line can tend to get long!,2018-02-19 16:07:27,0.95,0.85
gRX1ehK6e_W_MmSnL9KpGg,JRllUa82LzIfZDG3HZ6hgA,7YiLEuHuUONZrMPT0OxXUQ,1,3,3,1,"This a hangout for homeless bums and druggies. Panhandlers stand around in front of the store mgt. does nothing about it. Don't stop there,go to a casino and avoid the danger. They should just close down. Cold mornings are the worst smelly loser just fill the seats. STAY AWAY!!!!",2015-02-19 5:37:00,0,0
gOPfHv0XwSEygWIMvjq_Yg,ComkMO4WUhAqNKPuIQ-SSg,29YqJwOGEuAWqlHZxMc1OA,4,1,0,0,"I lived in Santa Barbara back in the early 90's and have been back many times since then.  I've passed this place a hundred times and never stopped in.   For spring break I took my kids to Santa Barbara and finally stopped by for lunch.  We were seated outside immediately.  The waitress came by shortly after we sat down and took our order.  The kids each had a burger and fries and I tried the cobb salad.  The food was good.  I won't say its the best lunch we've ever had but it was really good.  I will definitely come here again.  The burgers and fries were tasty and my salad was fresh and a good portion.
If you need a dependable place to eat, give it a try.  I loved the outside seating and the old school ambiance.",2013-04-07 18:36:45,0.8,0.7
eTfZ08goV-AJiGPY6t_Niw,uD_jFTMzUUk0fLkPpgjrAQ,34Eqv8jXgxg_EEwcsNgeeg,4,0,1,0,"In today's economy, wanting more bang for your $ is the norm... I learned the hard way. Portions are always enough.  My desires for a large size put me over the top.  I ate about half of my cup and tossed the rest away.  Quality was good, can't complain about fruit and grains. Can't really screw that one up at all.  Just put it all in a bowl and consume.",2016-02-04 8:40:39,0.6,0.6
3R-Z4rq34yCScxZ5bKoiUA,dO_IwsLvn-yyDwO6352arw,IDtLPgUrqorrpqSLdfMhZQ,4,0,0,0,"Really liked this place.  Off the beaten path, nice pleasant atmosphere, great outdoor space.   I had a very good tea and scone.",2017-11-13 19:30:13,0.7,0.6
ux-67klq3T_2QNdWOpWXvA,4GXkiW-oCqFiDm5aTEl04w,bjhCtlYHrkgA5Ku8l-rB3g,5,0,0,0,"Wow.... just wow. I have been here along time ago and it was good(nothing too memorable) but I came again today to try it out and I am in SHOCK. Not only was all of the food DELICIOUS, but the service was just amazing! The girl who took my order was named Leah if I remember correctly, and she was so attentive, helpful, made a great latte, and so cute! I would recommend the housemade hummus and the avocado toast... so yummy.  I will definitely be back(hopefully on a Monday so that Leah can take my order:)",2017-08-08 3:33:51,1,1
hC6aIdxrktEGA59RTrgecA,CKXKwCvbSbCSKxMJqGkz7Q,GaktVVj3HWX0sVMlCXCWZw,5,1,0,0,I love this coffee shop.  It has the best environment and the best tasting coffee.  My son really enjoys there hot chocolate as well.  I love the side room where you can hold coffee appts or small networking meetings.  I really like that they are close to my work as well.,2013-01-05 6:20:15,0.85,0.8
_fmScP8PuWu9pOJk5EjMdg,hu53X0AgSKMt8UuHjp5ZLw,34Eqv8jXgxg_EEwcsNgeeg,4,1,1,1,Amazing bowls and smoothies! Very quick and easy for students that have a time limit between classes or are always on the go. They are extremely delicious and filling but a little on the pricier side so just be fare warned about that. Would definitely recommend that Protein Bowl with Peanut Butter!,2016-08-25 17:54:13,0.95,0.5
jB1XiJwWdUbNQOKcuyN_3A,ZbSO0cWBjlqJDsfw3iDSug,fAiPD2OIEm9wtS7uJqzu5Q,4,0,0,0,"Food is picking up from there old natural but bland style. If you try s special, they are creative and tasty, except pasta because they think ""al dente""something a body shop beats out of your car. 
Besides pasta, things are very tasty. Desserts are terrific",2016-12-28 13:51:07,0.8,0.5
thkbUZE0u0W6khBOJ4nYKg,CUg9FrOhsBn1N4VRDBOXIA,bdfZdB2MTXlT6-RBjSIpQg,3,0,0,0,"Very disappointed with the chicken pad Thai. There just wasn't enough flavor. I've had a lot better elsewhere, but then again this is a Vietnamese food restaurant and not a Thai food restaurant. However, their pho soups are pretty good.",2016-09-26 4:49:20,0.4,0.5
PXlwPjTy9pljTEtKZrZJfg,hKU1fWULSln8WYj8hV2E9g,IjJSHYMgXV3ZQSAr0tn19A,5,2,0,1,"Pleasantly surprised by this unassuming spot at a strip mall in Sparks. Coffee was fantastic. Food was really good. Had the pho, spring rolls and banh mi. Brought, clean interior and friendly staff",2021-12-08 14:58:17,0.9,0.8
6fZedFwm70I57GF4tgUafQ,JPyyz36f5fivxAkvdaoG5g,ju4YP8SLdR_BmWr_-Xh83Q,2,1,0,0,"Meh.  
Maybe I caught them on an off day, but the Bun I had (chicken + egg roll) was really bland.  I've had this dish at least 100 times at several dozen places (including in Vietnam) and this was definitely the least flavorful and interesting.   Normally I love the interplay of warm grilled meat, room temperature noodles and cold crisp veggies.  This basically just tasted like a bland bowl of cold slippery noodles with a few random bits of meat and iceberg lettuce thrown in.   Uninspired and totally lacking the vibrancy that I usually love about Vietnamese food. 
Somehow the overall effect was just kind of cold, greasy and fishy tasting (and I'm not talking about the fish sauce that is served with it).  It was actually off-putting.   I was starved, though so I ate most of it anyway. 
The service was great (very attentive despite being very busy), but I definitely won't be coming back for the Bun.   Looking around me everyone else was having Pho, so maybe that is the better choice...",2018-11-03 21:07:47,0.3,0.9
Hh75komAQewOXlu57rU0Dg,98w4AEMvlXsgTIemz6D7Yg,CPFKi2lZJazP6IdtCdDDyg,4,0,0,0,"One of my fav places for coffee! They definitely know their stuff about coffee and have food as well. A great meeting spot, as they do have wifi. Just be aware that it is busy and you may be cramped, looking for an outlet, or on the move for open tables. A little bit pricey for a college student.",2018-04-08 3:54:58,0.85,0.5
j_EYThp6HfLswRX_0dOtmg,z9nV5mUOaXyHgKeGadd1Sg,cBp1fn2LXpSHe4VbTXLYEw,5,0,0,0,"Great new place! The food is VERY fresh!  Will definitely return often!
Plenty of parking so don't worry about it being downtown!",2017-07-01 1:49:56,0.9,0.5
zkgXhnady7vIUO4na_wXXg,ZOI4OqoXu2yrJJMRxPcALg,mGxaM5kUC2GhYkp3Dip52Q,5,2,1,2,"It's a relatively new coffee place out here in Reno, but is definitely gaining popularity!! They majorly rely on drive-thru customers and I've almost never seen their drive-thru empty. 
I went to this shop with my mom, who is not the biggest fan of coffee but she absolutely loved the flavors they had. We tried he macadamia nut - chocolate flavored coffee and it was amazing!! (Tip: do try it with the whipped cream added). A large coffee would be about 7$ so it's pretty reasonable.
I've seen 2 outlets of theirs, one on Sierra center parkway and one on south Virginia street(the more popular one).
Their staff was young and very courteous which made the overall experience very good indeed.
Great coffee, great service, highly recommend!",2019-03-28 18:42:12,1,0.9
pR3UJ7D2b4cRRvBY6xUaNQ,PE0f4nS3LZuyKIff-J6T8w,cBp1fn2LXpSHe4VbTXLYEw,4,0,0,0,"My husband and I love their bibimbap. We were so happy to have found a Korean food spot here in Reno. We get it delivered all the time. I do want to share something though, and hope that the company sees this. 
WARNING: DO NOT MICROWAVE THE MISO SOUP CUPS! 
Company should put some sort of labeling that it is flammable. Good thing I didn't leave while it was in the microwave.",2019-01-21 21:04:06,0.95,0.5
5CRsvFVWYtLEMSSfZQjNKQ,iwNEtOurKnuLHYyD4EvDNQ,VeFfrEZ4iWaecrQg6Eq4cg,2,0,0,0,Not friendly at all. Girl forgot to give me my cup so I asked for a cup. She asked me questions like I took a cup. Is she for real? Bad customer service. Has gone downhill since new ownership.,2015-03-05 5:37:05,0.5,0.1
pOWq_lh72rrb_z2S6kd2hQ,-81C5vLK9vPKWGKtG9FtfQ,34Eqv8jXgxg_EEwcsNgeeg,1,0,0,0,"My husband and I were visiting from Seattle. We are big fans of açaí bowls and have tried countless bowls across multiple states. While the bowl itself was okay (I've had much fresher and flavorful bowls elsewhere), the service was terrible. The wait was 40 minutes and two of our four bowls were the wrong size. However, it was the lack of care and attention to my food allergies which precipitated this review. I cannot eat gluten and paid for the gluten-free granola. When retrieving my order, I asked multiple times which bowl was which to confirm I was getting the one that was gluten-free. It wasn't until I was halfway into my bowl I realized I was told the wrong bowl and ended up feeling terrible all day. I would caution about going here if you have any food allergies or sensitivities as I do not have confidence in their customer service.",2018-08-12 0:47:03,0.6,0.1
nsIHZ0Hiod4kVb9HHWdLgw,vfQBS6hTlvRYodlaWSYWSA,CPFKi2lZJazP6IdtCdDDyg,5,0,0,0,Great place and awesome food. Love the apparel and bigtruck coffee bar hats are sweet (although I didn't see any this trip in. I want to buy some for my family) great place that I highly recommend!,2019-04-10 19:59:22,0.9,0.8
YCQ_nfi7VZmYh92qsNpPjA,mZAyb8OSugvx6TLjTuZsZA,NFFS6Qow43IRG6dRPgZCzQ,5,1,0,2,"New favorite breakfast spot in Reno. Great selection including vegetarian and vegan options on their everyday menu that aren't afterthoughts, and tempting specials. Excellent service, cool space, great food, fresh ingredients, solid prices, good music (selection and conversation-friendly volume). Husband got breakfast tacos, I got vegan French toast with almond butter and banana batter. Both were great. We'll definitely be back.",2016-02-28 17:26:05,1,0.95
IT53Mz_BhU6Dk_YU03VxRw,C3EG0ZrNb9xB-R3ilYUx9Q,MbzgGsMQpGyVrUJXi_Jw0Q,3,0,0,0,"Great customer service, food was ok I had the ""Breakfast Sando"" and asked for potatoes instead of the salad, potatoes were great but the sandwich itself wasn't",2017-03-23 18:35:12,0.6,0.9
aa6uZXVloeylfbOouabVyQ,9FnI-1lFHZR5mGHLHdRotg,MbzgGsMQpGyVrUJXi_Jw0Q,5,0,0,0,Some of the best Brunch I've had in town! Our waiter Coen was an excellent server and very polite and friendly. He checked in on us regularly to make sure we had plenty of coffee and such. The atmosphere was great and the staff overall is very friendly. I would recommend this place to anyone who has not gone.,2021-04-18 21:39:03,0.95,1
6eriHHXRp1wl6si6lTLX0w,vHc-UrI9yfL_pnnc6nJtyQ,mcr1lAEdvGLMJhuPwI3I2A,5,19,5,16,"Every order is a new adventure here. The menu is so expansive, and for an Asian food lover like myself, that means endless opportunity. 

I try not to order the same dishes twice, but the food here is so good, I can't help but have a few favorites. The popcorn chicken must be included in every meals the light and crunchy coating is seasoned with some sweet warm spices that make the chicken delicious all on its own, but if you dip it in the sauce, it's next level. I also have a hard time skipping over dishes in the basil sauce, which usually is chicken, but this time I tried the king mushrooms. These are meaty and delicious, stir fried in a slightly sweet, spicy and savory sauce studded with whole cloves of garlic, big pieces of ginger and chili!

The Authentic Taiwanese section is always good for a few foodie thrills. This time around we tried the house style braised pork belly. I'd say this one was good, but I missed the sauce and braised veg I enjoy with other preparations.

My favorite section of the menu is the ""appetizers"". New items are always added here, and they're typically great. This time we went with the braised Napa cabbage (so savory, delicious, and full of umami) and the omelette with salty daikon. Both home runs. The sweetness of the egg mixed with seasoning and the salty pickled daikon was a great contrast to a lot of the richer dishes we ordered, and adding the leftovers to fried rice was amazing! 

If you haven't been here, you absolutely must go. Check out the photos to see all we ordered this go round! This is one of my all time favorite eats in Reno!",2020-09-10 4:53:21,1,0.85
